"page_type","source_sheet","source_row","entity_type","region","district","city","dong_eup_myeon","school_name","school_unique_name","subject","grade","slug","url","parent_url","hub_url","canonical","click_depth"
"school_content","","","school","경기","","","","영복여자고등학교","영복여자고등학교","","","과외","/school/410041850-영복여자고등학교/과외/","","","https://studyway.kr/school/410041850-영복여자고등학교/과외/","4"
"school_content","","","school","경기","","","","율천고등학교","율천고등학교","","","과외","/school/410041117-율천고등학교/과외/","","","https://studyway.kr/school/410041117-율천고등학교/과외/","4"
"school_content","","","school","경기","","","","평내고등학교","평내고등학교","","","과외","/school/410041517-평내고등학교/과외/","","","https://studyway.kr/school/410041517-평내고등학교/과외/","4"
"school_content","","","school","경기","","","","동안고등학교","동안고등학교","","","과외","/school/410041220-동안고등학교/과외/","","","https://studyway.kr/school/410041220-동안고등학교/과외/","4"
"school_content","","","school","경기","","","","백영고등학교","백영고등학교","","","과외","/school/410041677-백영고등학교/과외/","","","https://studyway.kr/school/410041677-백영고등학교/과외/","4"
"school_content","","","school","경기","","","","라온고등학교","라온고등학교","","","과외","/school/410041750-라온고등학교/과외/","","","https://studyway.kr/school/410041750-라온고등학교/과외/","4"
"school_content","","","school","경기","","","","송탄고등학교","송탄고등학교","","","과외","/school/410041576-송탄고등학교/과외/","","","https://studyway.kr/school/410041576-송탄고등학교/과외/","4"
"school_content","","","school","경기","","","","안중고등학교","안중고등학교","","","과외","/school/410058822-안중고등학교/과외/","","","https://studyway.kr/school/410058822-안중고등학교/과외/","4"
"school_content","","","school","경기","","","","은혜고등학교","은혜고등학교","","","과외","/school/410041882-은혜고등학교/과외/","","","https://studyway.kr/school/410041882-은혜고등학교/과외/","4"
"school_content","","","school","경기","","","","이충고등학교","이충고등학교","","","과외","/school/410041478-이충고등학교/과외/","","","https://studyway.kr/school/410041478-이충고등학교/과외/","4"
"school_content","","","school","경기","","","","진위고등학교","진위고등학교","","","과외","/school/410058909-진위고등학교/과외/","","","https://studyway.kr/school/410058909-진위고등학교/과외/","4"
"school_content","","","school","경기","","","","청북고등학교","청북고등학교","","","과외","/school/410041983-청북고등학교/과외/","","","https://studyway.kr/school/410041983-청북고등학교/과외/","4"
"school_content","","","school","경기","","","","태광고등학교","태광고등학교","","","과외","/school/410041525-태광고등학교/과외/","","","https://studyway.kr/school/410041525-태광고등학교/과외/","4"
"school_content","","","school","경기","","","","평택여자고등학교","평택여자고등학교","","","과외","/school/410058569-평택여자고등학교/과외/","","","https://studyway.kr/school/410058569-평택여자고등학교/과외/","4"
